Date,Hour,Unnamed: 2
2006-01-01,0,0.470962878
2006-01-01,1,0.477962761
2006-01-01,2,0.493102384
2006-01-01,3,0.502501862
2006-01-01,4,0.505862394
2006-01-01,5,0.503215725
2006-01-01,6,0.505579327
2006-01-01,7,0.507102987
2006-01-01,8,0.50845483
2006-01-01,9,0.502960853
2006-01-01,10,0.480289047
2006-01-01,11,0.470141037
2006-01-01,12,0.482144089
2006-01-01,13,0.484398112
2006-01-01,14,0.482791537
2006-01-01,15,0.477555774
2006-01-01,16,0.487573738
2006-01-01,17,0.495464663
2006-01-01,18,0.495923237
2006-01-01,19,0.488335917
2006-01-01,20,0.477265815
2006-01-01,21,0.458786546
2006-01-01,22,0.442792849
2006-01-01,23,0.430079484
2006-01-02,0,0.411706799
2006-01-02,1,0.395277711
2006-01-02,2,0.384965054
2006-01-02,3,0.375377607
2006-01-02,4,0.365808261
2006-01-02,5,0.364025413
2006-01-02,6,0.355108041
2006-01-02,7,0.334874189
2006-01-02,8,0.310272431
2006-01-02,9,0.271199245
2006-01-02,10,0.225587812
2006-01-02,11,0.209188034
2006-01-02,12,0.213032132
2006-01-02,13,0.214738818
2006-01-02,14,0.217185265
2006-01-02,15,0.213897067
2006-01-02,16,0.228383812
2006-01-02,17,0.241388041
2006-01-02,18,0.230893819
2006-01-02,19,0.20614677
2006-01-02,20,0.179501724
2006-01-02,21,0.156820798
2006-01-02,22,0.141814145
2006-01-02,23,0.132473982
2006-01-03,0,0.130051066
2006-01-03,1,0.131320759
2006-01-03,2,0.131918918
2006-01-03,3,0.130411479
2006-01-03,4,0.129702907
2006-01-03,5,0.131853546
2006-01-03,6,0.133250571
2006-01-03,7,0.133217642
2006-01-03,8,0.13518456
2006-01-03,9,0.130912032
2006-01-03,10,0.124016506
2006-01-03,11,0.128983613
2006-01-03,12,0.136035014
2006-01-03,13,0.143523059
2006-01-03,14,0.148264325
2006-01-03,15,0.151645325
2006-01-03,16,0.169624319
2006-01-03,17,0.187612154
2006-01-03,18,0.195004405
2006-01-03,19,0.200567999
2006-01-03,20,0.204451362
2006-01-03,21,0.204896361
2006-01-03,22,0.204513461
2006-01-03,23,0.201902786
2006-01-04,0,0.197890699
2006-01-04,1,0.187788149
2006-01-04,2,0.179006113
2006-01-04,3,0.172370471
2006-01-04,4,0.171242103
2006-01-04,5,0.181894356
2006-01-04,6,0.200105248
2006-01-04,7,0.219460521
2006-01-04,8,0.242275253
2006-01-04,9,0.252787714
2006-01-04,10,0.242680917
2006-01-04,11,0.243067715
2006-01-04,12,0.243270234
2006-01-04,13,0.238613623
2006-01-04,14,0.23607911
2006-01-04,15,0.233266472
2006-01-04,16,0.280583755
2006-01-04,17,0.361475096
2006-01-04,18,0.39433745
2006-01-04,19,0.394057098
2006-01-04,20,0.370158553
2006-01-04,21,0.34396303
2006-01-04,22,0.30485608
2006-01-04,23,0.272733417
2006-01-05,0,0.251259251
2006-01-05,1,0.247154293
2006-01-05,2,0.249457466
2006-01-05,3,0.259685468
2006-01-05,4,0.258904354
2006-01-05,5,0.263564724
2006-01-05,6,0.26392813
2006-01-05,7,0.263564028
2006-01-05,8,0.262617083
2006-01-05,9,0.251575873
2006-01-05,10,0.240376491
2006-01-05,11,0.241100727
2006-01-05,12,0.231130103
2006-01-05,13,0.207102904
2006-01-05,14,0.183471204
2006-01-05,15,0.167410187
2006-01-05,16,0.19636133
2006-01-05,17,0.248041714
2006-01-05,18,0.268553064
2006-01-05,19,0.268439169
2006-01-05,20,0.255900058
2006-01-05,21,0.239546156
2006-01-05,22,0.222820009
2006-01-05,23,0.207493879
2006-01-06,0,0.195958938
2006-01-06,1,0.19106305
2006-01-06,2,0.189481328
2006-01-06,3,0.188457735
2006-01-06,4,0.189438653
2006-01-06,5,0.194684719
2006-01-06,6,0.205314347
2006-01-06,7,0.221043495
2006-01-06,8,0.232570709
2006-01-06,9,0.231450137
2006-01-06,10,0.217913121
2006-01-06,11,0.219727019
2006-01-06,12,0.222292652
2006-01-06,13,0.217838839
2006-01-06,14,0.21949533
2006-01-06,15,0.226792761
2006-01-06,16,0.27674808
2006-01-06,17,0.342921615
2006-01-06,18,0.35636757
2006-01-06,19,0.341236371
2006-01-06,20,0.316261183
2006-01-06,21,0.290491096
2006-01-06,22,0.267715768
2006-01-06,23,0.247126933
2006-01-07,0,0.225069645
2006-01-07,1,0.207058278
2006-01-07,2,0.194119282
2006-01-07,3,0.186857426
2006-01-07,4,0.183507267
2006-01-07,5,0.181416916
2006-01-07,6,0.18343744
2006-01-07,7,0.186679064
2006-01-07,8,0.187527289
2006-01-07,9,0.179382747
2006-01-07,10,0.155814887
2006-01-07,11,0.146211428
2006-01-07,12,0.137287163
2006-01-07,13,0.132098115
2006-01-07,14,0.136039748
2006-01-07,15,0.154426286
2006-01-07,16,0.211708693
2006-01-07,17,0.279209426
2006-01-07,18,0.314835058
2006-01-07,19,0.315832893
2006-01-07,20,0.298335377
2006-01-07,21,0.272458496
2006-01-07,22,0.250777772
2006-01-07,23,0.24351334
2006-01-08,0,0.237526677
2006-01-08,1,0.241595503
2006-01-08,2,0.248050138
2006-01-08,3,0.252609074
2006-01-08,4,0.252506666
2006-01-08,5,0.252760911
2006-01-08,6,0.254962164
2006-01-08,7,0.254038959
2006-01-08,8,0.253450756
2006-01-08,9,0.243718922
2006-01-08,10,0.225018755
2006-01-08,11,0.215625194
2006-01-08,12,0.21607082
2006-01-08,13,0.214306421
2006-01-08,14,0.216180537
2006-01-08,15,0.230045941
2006-01-08,16,0.266182013
2006-01-08,17,0.292085837
2006-01-08,18,0.291672235
2006-01-08,19,0.282058404
2006-01-08,20,0.270163468
2006-01-08,21,0.256133695
2006-01-08,22,0.24968818
2006-01-08,23,0.246672954
2006-01-09,0,0.237728013
2006-01-09,1,0.227698074
2006-01-09,2,0.222720316
2006-01-09,3,0.214981437
2006-01-09,4,0.203599098
2006-01-09,5,0.194506357
2006-01-09,6,0.19083707
2006-01-09,7,0.191403482
2006-01-09,8,0.192927282
2006-01-09,9,0.177928287
2006-01-09,10,0.134131796
2006-01-09,11,0.106452157
2006-01-09,12,0.092869262
2006-01-09,13,0.086448462
2006-01-09,14,0.077767163
2006-01-09,15,0.075970392
2006-01-09,16,0.091211518
2006-01-09,17,0.114066907
2006-01-09,18,0.139862473
2006-01-09,19,0.168346132
2006-01-09,20,0.185060793
2006-01-09,21,0.180837694
2006-01-09,22,0.170370555
2006-01-09,23,0.153257051
2006-01-10,0,0.130764581
2006-01-10,1,0.122358622
2006-01-10,2,0.125330268
2006-01-10,3,0.133278766
2006-01-10,4,0.13835399
2006-01-10,5,0.146096768
2006-01-10,6,0.155790312
2006-01-10,7,0.166152328
2006-01-10,8,0.180759791
2006-01-10,9,0.186606383
2006-01-10,10,0.182282128
2006-01-10,11,0.187932119
2006-01-10,12,0.200931266
2006-01-10,13,0.215700313
2006-01-10,14,0.222359833
2006-01-10,15,0.227887713
2006-01-10,16,0.245262563
2006-01-10,17,0.272397719
2006-01-10,18,0.29422659
2006-01-10,19,0.312081665
2006-01-10,20,0.321876433
2006-01-10,21,0.328315196
2006-01-10,22,0.338986107
2006-01-10,23,0.350348535
2006-01-11,0,0.351372894
2006-01-11,1,0.354842518
2006-01-11,2,0.362289488
2006-01-11,3,0.373914584
2006-01-11,4,0.379487159
2006-01-11,5,0.384618565
2006-01-11,6,0.393202607
2006-01-11,7,0.398451248
2006-01-11,8,0.399499975
2006-01-11,9,0.393979822
2006-01-11,10,0.372255727
2006-01-11,11,0.358763126
2006-01-11,12,0.344860964
2006-01-11,13,0.329842406
2006-01-11,14,0.312163187
2006-01-11,15,0.271900369
2006-01-11,16,0.249334312
2006-01-11,17,0.247301257
2006-01-11,18,0.231681756
2006-01-11,19,0.20927067
2006-01-11,20,0.190816463
2006-01-11,21,0.173837184
2006-01-11,22,0.152911607
2006-01-11,23,0.125296503
2006-01-12,0,0.101200452
2006-01-12,1,0.086998234
2006-01-12,2,0.080834603
2006-01-12,3,0.077977061
2006-01-12,4,0.075958139
2006-01-12,5,0.076937525
2006-01-12,6,0.088620613
2006-01-12,7,0.108860384
2006-01-12,8,0.124594892
2006-01-12,9,0.123744996
2006-01-12,10,0.11263013
2006-01-12,11,0.107505756
2006-01-12,12,0.113325335
2006-01-12,13,0.114825465
2006-01-12,14,0.111429706
2006-01-12,15,0.112931089
2006-01-12,16,0.142878187
2006-01-12,17,0.188341612
2006-01-12,18,0.217004119
2006-01-12,19,0.228905808
2006-01-12,20,0.231713503
2006-01-12,21,0.228917921
2006-01-12,22,0.227115301
2006-01-12,23,0.228225222
2006-01-13,0,0.232343545
2006-01-13,1,0.238285862
2006-01-13,2,0.245579395
2006-01-13,3,0.251185107
2006-01-13,4,0.259378592
2006-01-13,5,0.271895077
2006-01-13,6,0.287239099
2006-01-13,7,0.302728692
2006-01-13,8,0.317821462
2006-01-13,9,0.330516378
2006-01-13,10,0.324649389
2006-01-13,11,0.344709893
2006-01-13,12,0.357304699
2006-01-13,13,0.362396909
2006-01-13,14,0.363547347
2006-01-13,15,0.350590388
2006-01-13,16,0.378002624
2006-01-13,17,0.450676463
2006-01-13,18,0.480941507
2006-01-13,19,0.483387676
2006-01-13,20,0.466295685
2006-01-13,21,0.436312385
2006-01-13,22,0.409876541
2006-01-13,23,0.400354467
2006-01-14,0,0.389536173
2006-01-14,1,0.382617464
2006-01-14,2,0.379110526
2006-01-14,3,0.371912509
2006-01-14,4,0.357628352
2006-01-14,5,0.344007795
2006-01-14,6,0.334852049
2006-01-14,7,0.335068074
2006-01-14,8,0.328686469
2006-01-14,9,0.314117087
2006-01-14,10,0.270526317
2006-01-14,11,0.275013199
2006-01-14,12,0.261076228
2006-01-14,13,0.243237444
2006-01-14,14,0.232474149
2006-01-14,15,0.232168943
2006-01-14,16,0.27884957
2006-01-14,17,0.338073694
2006-01-14,18,0.354367932
2006-01-14,19,0.348215508
2006-01-14,20,0.333965673
2006-01-14,21,0.311942359
2006-01-14,22,0.289821719
2006-01-14,23,0.273671033
2006-01-15,0,0.265692669
2006-01-15,1,0.273213086
2006-01-15,2,0.286386696
2006-01-15,3,0.304730836
2006-01-15,4,0.312746447
2006-01-15,5,0.320163969
2006-01-15,6,0.326850433
2006-01-15,7,0.336256106
2006-01-15,8,0.344238439
2006-01-15,9,0.346362555
2006-01-15,10,0.338437587
2006-01-15,11,0.354870435
2006-01-15,12,0.36120289
2006-01-15,13,0.35781103
2006-01-15,14,0.35330389
2006-01-15,15,0.343262604
2006-01-15,16,0.38479999
2006-01-15,17,0.470133448
2006-01-15,18,0.501565708
2006-01-15,19,0.486394897
2006-01-15,20,0.455445159
2006-01-15,21,0.428660111
2006-01-15,22,0.404759895
2006-01-15,23,0.385271095
2006-01-16,0,0.38069538
2006-01-16,1,0.373250707
2006-01-16,2,0.37734919
2006-01-16,3,0.367765016
2006-01-16,4,0.371371716
2006-01-16,5,0.380302874
2006-01-16,6,0.384823799
