offshore_float,40
offshore_ground,40
onshore,30
pv_ground_S,30
pv_roof_com_S,30
pv_roof_indiv_S,30
pv_ground_EW,30
pv_roof_com_EW,30
pv_roof_indiv_EW,30
river,60
lake,70
nuclear,60
ch4_ocgt,30
ch4_ccgt,40
phs,50
electrolysis,20
h2_saltcavern,40
h2_ccgt,40
methanization,20
battery_1h,15
battery_4h,15
ch4_reservoir,30
methanation,20
pyrogazification,20
natural_gas,1
coal,40
marine,25
waste,25
biomass_coge,25
geothermal_coge,30
ocgt_coge,30
str_dummy,10
rsv_dummy,10
