Date,Hour,2006
2006-01-08,19,60.04922409476829
2006-01-08,20,56.072454437096326
2006-01-08,21,49.09713850357996
2006-01-08,22,49.77453056461599
2006-01-08,23,49.13092474080636
2006-01-09,0,47.62615686187305
2006-01-09,1,44.99362702302868
2006-01-09,2,42.646620962728115
2006-01-09,3,40.585779476215166
2006-01-09,4,38.61459533516597
2006-01-09,5,39.75333245960208
2006-01-09,6,44.70427804088368
2006-01-09,7,48.51171494776401
2006-01-09,8,53.23786448741009
2006-01-09,9,55.60994767137525
2006-01-09,10,56.44103855612737
2006-01-09,11,56.62179055992704
2006-01-09,12,59.099228367566376
2006-01-09,13,59.259857252265036
2006-01-09,14,56.7314415763026
2006-01-09,15,51.527669188766424
2006-01-09,16,49.91069798174897
2006-01-09,17,55.92259710278539
2006-01-09,18,57.9098180637275
2006-01-09,19,59.22075770389448
2006-01-09,20,55.56909238588714
2006-01-09,21,49.366144765383794
2006-01-09,22,50.24836119184785
2006-01-09,23,49.08019703225961
2006-01-10,0,47.438063112205434
2006-01-10,1,44.87149409926258
2006-01-10,2,42.429025414657694
2006-01-10,3,40.27571941732225
2006-01-10,4,38.13513080646192
2006-01-10,5,39.159002039519166
2006-01-10,6,44.13130158098883
2006-01-10,7,48.188622182445414
2006-01-10,8,53.15547739359867
2006-01-10,9,55.629709857305194
2006-01-10,10,56.36069717808522
2006-01-10,11,56.20116693772443
2006-01-10,12,58.77466452693943
2006-01-10,13,59.00150287212708
2006-01-10,14,56.53054515281869
2006-01-10,15,51.208304571182026
2006-01-10,16,49.69192051085981
2006-01-10,17,56.04320764167775
2006-01-10,18,57.97550034041692
2006-01-10,19,59.29685862166454
2006-01-10,20,55.66544698318319
2006-01-10,21,49.4757135755039
2006-01-10,22,50.31789481947876
2006-01-10,23,48.92735539040396
2006-01-11,0,47.111314805069945
2006-01-11,1,44.406119594381295
2006-01-11,2,41.87988646341439
2006-01-11,3,39.82283544449331
2006-01-11,4,38.07538389096102
2006-01-11,5,38.75417561513925
2006-01-11,6,43.823084862427535
2006-01-11,7,47.283538276338206
2006-01-11,8,52.28399688226829
2006-01-11,9,53.32079910732338
2006-01-11,10,53.20877894556425
2006-01-11,11,53.04013058040631
2006-01-11,12,55.552373224621455
2006-01-11,13,56.034685906745786
2006-01-11,14,53.687044484473894
2006-01-11,15,49.2672669275507
2006-01-11,16,48.97048793453625
2006-01-11,17,53.72086796025833
2006-01-11,18,55.416063804144095
2006-01-11,19,58.57314135357241
2006-01-11,20,54.74165925929907
2006-01-11,21,47.86165344959414
2006-01-11,22,48.661489797234324
2006-01-11,23,47.98598332517594
2006-01-12,0,46.614691992542184
2006-01-12,1,44.16942862915544
2006-01-12,2,41.84860297268429
2006-01-12,3,39.75128206281871
2006-01-12,4,38.07631416470261
2006-01-12,5,38.86043063697123
2006-01-12,6,44.13889827857375
2006-01-12,7,47.815396672944004
2006-01-12,8,53.00900328847688
2006-01-12,9,54.201645542239966
2006-01-12,10,54.07669305587223
2006-01-12,11,53.908079221652066
2006-01-12,12,56.3674539359936
2006-01-12,13,56.75282883665013
2006-01-12,14,54.30360822003525
2006-01-12,15,49.90913638491928
2006-01-12,16,49.65471075979446
2006-01-12,17,54.37882394247666
2006-01-12,18,56.149081782126274
2006-01-12,19,59.572380725020274
2006-01-12,20,55.4554864276716
2006-01-12,21,48.2244149022931
2006-01-12,22,48.885887635837705
2006-01-12,23,48.244421802498465
2006-01-13,0,46.807490357810345
2006-01-13,1,44.36514686761968
2006-01-13,2,42.04493623095962
2006-01-13,3,39.94649483179787
2006-01-13,4,38.271621409592235
2006-01-13,5,39.05958122548231
2006-01-13,6,44.346278336011785
2006-01-13,7,48.02802018920262
2006-01-13,8,53.488929029703385
2006-01-13,9,54.627828599993435
2006-01-13,10,54.27801238678773
2006-01-13,11,54.102037069680456
2006-01-13,12,56.55223301874872
2006-01-13,13,56.927820626998844
2006-01-13,14,54.47115128627312
2006-01-13,15,50.076453819428735
2006-01-13,16,49.91647549977411
2006-01-13,17,55.14317092199259
2006-01-13,18,56.922967684740215
2006-01-13,19,60.28477601451471
2006-01-13,20,56.12347666732798
2006-01-13,21,48.68094758447297
2006-01-13,22,49.35875456321931
2006-01-13,23,48.642019007387546
2006-01-14,0,46.92136619988452
2006-01-14,1,44.430588503837285
2006-01-14,2,42.1106137259467
2006-01-14,3,40.011832435425134
2006-01-14,4,38.33702868998331
2006-01-14,5,39.12631633681286
2006-01-14,6,44.41581134355914
2006-01-14,7,48.0993502140985
2006-01-14,8,53.29387170186479
2006-01-14,9,54.48085288780199
2006-01-14,10,54.34567483215245
2006-01-14,11,54.167271501316414
2006-01-14,12,56.61506007756951
2006-01-14,13,56.98803199264082
2006-01-14,14,54.52950777147334
2006-01-14,15,50.13476413603502
2006-01-14,16,49.893063766849004
2006-01-14,17,55.01173021863995
2006-01-14,18,56.92093729028417
2006-01-14,19,60.45185311138834
2006-01-14,20,56.46720626503401
2006-01-14,21,49.258339260221874
2006-01-14,22,50.13944234436645
2006-01-14,23,49.54083395532709
2006-01-15,0,48.08569148618976
2006-01-15,1,45.52055956041033
2006-01-15,2,43.10107673171557
2006-01-15,3,40.88975700621793
2006-01-15,4,39.085610575068486
2006-01-15,5,39.93165498098922
2006-01-15,6,45.45299590477086
2006-01-15,7,49.44800474280507
2006-01-15,8,55.00857027917199
2006-01-15,9,56.22197358945974
2006-01-15,10,55.7584693857503
2006-01-15,11,55.27525356516278
2006-01-15,12,57.834030189735024
2006-01-15,13,58.25284296581053
2006-01-15,14,55.809854580311324
2006-01-15,15,51.380560728847605
2006-01-15,16,51.4558621403661
2006-01-15,17,56.762469346479556
2006-01-15,18,58.6169494956701
2006-01-15,19,62.0175674493196
2006-01-15,20,57.8493413035434
2006-01-15,21,50.4157607802762
2006-01-15,22,51.12692916232162
2006-01-15,23,50.41864563418594
2006-01-16,0,48.704750724408065
2006-01-16,1,45.79945341101949
2006-01-16,2,43.23838329695326
2006-01-16,3,41.042214365205375
2006-01-16,4,38.914614539665635
2006-01-16,5,40.14503613366173
2006-01-16,6,45.26412055387042
2006-01-16,7,49.321889644186854
2006-01-16,8,54.24225839568422
2006-01-16,9,56.4853404014667
2006-01-16,10,56.71338020553464
2006-01-16,11,56.32927442889837
2006-01-16,12,58.910067738996084
2006-01-16,13,59.12527889679572
2006-01-16,14,56.69906565857536
2006-01-16,15,51.7310187836006
2006-01-16,16,50.56708535619711
2006-01-16,17,56.91306505707797
2006-01-16,18,58.79531469411185
2006-01-16,19,60.0949579750894
2006-01-16,20,56.40839229616855
2006-01-16,21,50.082985507133294
2006-01-16,22,50.785685001124534
2006-01-16,23,49.54074864485402
2006-01-17,0,46.79249028549524
2006-01-17,1,44.119810210406364
2006-01-17,2,41.58189201704467
2006-01-17,3,39.42846445575326
2006-01-17,4,37.239010475706635
2006-01-17,5,38.30005387948933
2006-01-17,6,43.19794764188845
2006-01-17,7,47.160776895278616
2006-01-17,8,52.03870298955568
2006-01-17,9,54.484991962496665
2006-01-17,10,55.19695304862717
2006-01-17,11,55.24007484144611
2006-01-17,12,58.10825323562029
2006-01-17,13,58.499077207060616
2006-01-17,14,55.90031755919506
2006-01-17,15,50.37325762604392
2006-01-17,16,48.86001171552839
2006-01-17,17,55.12746484816351
2006-01-17,18,56.99154752130071
2006-01-17,19,58.340717418352746
2006-01-17,20,54.77126241210197
2006-01-17,21,48.520517624749715
2006-01-17,22,49.323711006411045
2006-01-17,23,48.03582864424424
2006-01-18,0,45.638380161104514
2006-01-18,1,43.21357043242245
2006-01-18,2,40.72256593944364
2006-01-18,3,38.49552857461825
2006-01-18,4,36.607382965781696
2006-01-18,5,37.273258082987475
2006-01-18,6,42.45806955439117
2006-01-18,7,46.141361157853
2006-01-18,8,51.42588361435003
2006-01-18,9,52.32258520418973
2006-01-18,10,51.46192451315884
2006-01-18,11,50.870620879532396
2006-01-18,12,53.68376097711069
2006-01-18,13,54.4502573065934
2006-01-18,14,52.058842183349974
2006-01-18,15,47.83815430561229
2006-01-18,16,48.05341042426649
2006-01-18,17,53.196534890384896
2006-01-18,18,54.92352403064395
2006-01-18,19,58.4904959967886
2006-01-18,20,54.57570894343914
2006-01-18,21,47.27670615038785
2006-01-18,22,48.13434993887964
2006-01-18,23,47.456773315178
2006-01-19,0,45.728225072686634
2006-01-19,1,43.07014763477767
2006-01-19,2,40.58182941568189
2006-01-19,3,38.360806323168944
2006-01-19,4,36.58999086964599
2006-01-19,5,37.43178335074488
2006-01-19,6,42.86852748800045
2006-01-19,7,46.76048571445254
2006-01-19,8,52.190364910263
2006-01-19,9,53.16708696161059
2006-01-19,10,52.30202190933052
2006-01-19,11,51.53231360366767
2006-01-19,12,54.02730767139355
2006-01-19,13,54.707557759433854
2006-01-19,14,52.54700103982676
2006-01-19,15,48.35736919557764
2006-01-19,16,48.438945977410846
2006-01-19,17,53.50499952155353
2006-01-19,18,55.16757546868366
2006-01-19,19,58.62886299538565
2006-01-19,20,54.55869191598965
2006-01-19,21,47.06143038596021
2006-01-19,22,47.67645706167248
2006-01-19,23,46.95526530682626
2006-01-20,0,45.11166896986495
2006-01-20,1,42.38464069817205
2006-01-20,2,39.823666496028025
2006-01-20,3,37.506648077416514
2006-01-20,4,35.6089896027511
2006-01-20,5,36.31173276939546
2006-01-20,6,41.58726586167316
2006-01-20,7,45.33699476617494
2006-01-20,8,50.72074886490144
2006-01-20,9,51.72321046371006
2006-01-20,10,51.496856002546394
2006-01-20,11,51.42219464749844
2006-01-20,12,53.972989358123485
2006-01-20,13,54.45782327782404
2006-01-20,14,52.07891204835704
2006-01-20,15,47.6872704711464
2006-01-20,16,47.33079107982187
2006-01-20,17,52.364790909223906
2006-01-20,18,54.118007921006814
2006-01-20,19,57.68465901566153
2006-01-20,20,53.760747878300215
2006-01-20,21,46.38877759716346
2006-01-20,22,47.1027665507498
2006-01-20,23,46.45845780755779
2006-01-21,0,45.395672362389796
2006-01-21,1,42.71241769429192
2006-01-21,2,40.2070202493601
2006-01-21,3,38.04109465616485
2006-01-21,4,36.36472873771301
2006-01-21,5,37.114566069206816
2006-01-21,6,42.32029567387377
2006-01-21,7,46.205039532357695
2006-01-21,8,51.70779713289975
2006-01-21,9,52.75633836279026
2006-01-21,10,52.309294388352306
2006-01-21,11,52.20492440216585
2006-01-21,12,54.7280808136306
2006-01-21,13,55.18088511814567
2006-01-21,14,52.77916698566203
2006-01-21,15,48.386601392896715
2006-01-21,16,48.061058774681115
2006-01-21,17,52.97900475240121
2006-01-21,18,54.76427149967801
2006-01-21,19,58.31399818715654
2006-01-21,20,54.3043014784661
2006-01-21,21,46.90917346668512
2006-01-21,22,47.54221225299438
2006-01-21,23,46.788163294268486
2006-01-22,0,45.942202099352556
2006-01-22,1,43.486573480567785
2006-01-22,2,41.163387315493075
2006-01-22,3,39.0697336018562
2006-01-22,4,37.39419908714882
2006-01-22,5,38.1647041773257
2006-01-22,6,43.414303386162835
2006-01-22,7,47.07232943739844
2006-01-22,8,52.263449208101406
2006-01-22,9,53.470760271299866
2006-01-22,10,53.37240242615061
2006-01-22,11,53.2292807113899
2006-01-22,12,55.71209516174037
2006-01-22,13,56.12310275660442
2006-01-22,14,53.69164112969808
2006-01-22,15,49.29792769833776
2006-01-22,16,49.017156006713535
2006-01-22,17,53.689610021514625
2006-01-22,18,55.58488265007623
2006-01-22,19,59.13329571798513
2006-01-22,20,55.13338363291363
2006-01-22,21,47.81936041253121
2006-01-22,22,48.5871646783313
2006-01-22,23,47.93795059949908
2006-01-23,0,48.11288652821966
2006-01-23,1,45.23369415356183
2006-01-23,2,42.88750072890081
2006-01-23,3,40.82531292696345
2006-01-23,4,38.854307742207105
2006-01-23,5,39.99791475887077
2006-01-23,6,44.959214871380226
2006-01-23,7,48.77327720348004
2006-01-23,8,53.615591845128804
2006-01-23,9,56.019661292149046
2006-01-23,10,56.68866221847708
2006-01-23,11,56.86025400824266
2006-01-23,12,59.328592447583475
2006-01-23,13,59.47933866355662
2006-01-23,14,56.94389056175924
2006-01-23,15,51.7398406030759
2006-01-23,16,50.133004641412256
2006-01-23,17,55.97011034957377
2006-01-23,18,57.906991463490435
2006-01-23,19,59.20182806548092
2006-01-23,20,55.55702504709218
2006-01-23,21,49.34098853184192
2006-01-23,22,50.18766674705988
2006-01-23,23,49.01473312863858
2006-01-24,0,48.27674191638642
2006-01-24,1,45.76303253833994
2006-01-24,2,43.44294095284161
2006-01-24,3,41.41818409575353
2006-01-24,4,39.37511511531055
2006-01-24,5,40.42384788220264
2006-01-24,6,45.29519655040883
2006-01-24,7,49.30957344761229
2006-01-24,8,54.34592154095371
2006-01-24,9,56.75967035402871
2006-01-24,10,57.27353466590819
2006-01-24,11,56.95131037320508
2006-01-24,12,59.460277113070354
2006-01-24,13,59.834285352210884
2006-01-24,14,57.29877631843685
2006-01-24,15,51.99047216324815
2006-01-24,16,50.698809891508176
2006-01-24,17,57.14142183010814
2006-01-24,18,59.04921241584201
2006-01-24,19,60.31284146789562
2006-01-24,20,56.65657110690614
2006-01-24,21,50.42373914006736
2006-01-24,22,51.27586874157384
2006-01-24,23,50.03051359590282
2006-01-25,0,48.52240950642924
2006-01-25,1,46.15152309685304
2006-01-25,2,43.65811408194444
2006-01-25,3,41.41369987717215
2006-01-25,4,39.50621193291475
2006-01-25,5,40.27737187647331
2006-01-25,6,45.57802820552024
2006-01-25,7,49.310531593227466
2006-01-25,8,54.59025798426176
2006-01-25,9,55.437631106146355
2006-01-25,10,54.842592526603084
2006-01-25,11,54.29438005971774
2006-01-25,12,56.86933149748231
2006-01-25,13,57.26886090521977
2006-01-25,14,54.79948065862233
2006-01-25,15,50.44676179518558
2006-01-25,16,50.48280341759565
2006-01-25,17,55.886111536359095
2006-01-25,18,57.718890331892325
2006-01-25,19,61.18654922007937
2006-01-25,20,57.203215345332595
2006-01-25,21,49.961020225360855
2006-01-25,22,50.83917920840671
2006-01-25,23,50.14461203140633
2006-01-26,0,49.251581810536216
2006-01-26,1,46.630578295328135
2006-01-26,2,44.132825311514765
2006-01-26,3,41.898317204471184
2006-01-26,4,40.133585971740956
2006-01-26,5,41.051805444042074
2006-01-26,6,46.641139951330146
2006-01-26,7,50.65149491600977
2006-01-26,8,56.22346254817305
2006-01-26,9,57.37383976264743
2006-01-26,10,56.87977130858068
2006-01-26,11,56.469705538520415
2006-01-26,12,59.06062064727229
2006-01-26,13,59.39350219838185
2006-01-26,14,57.032360452404106
2006-01-26,15,52.549106606901255
2006-01-26,16,52.65590566559925
2006-01-26,17,58.08111401070503
2006-01-26,18,59.88228534860324
2006-01-26,19,63.220329390171436
2006-01-26,20,59.11029591804899
2006-01-26,21,51.78113633045487
2006-01-26,22,52.570619033444146
2006-01-26,23,51.85790750976529
2006-01-27,0,51.03249357571583
2006-01-27,1,48.447077447660185
2006-01-27,2,45.94567957418642
2006-01-27,3,43.64777260768685
2006-01-27,4,41.82503299012566
2006-01-27,5,42.65711536565515
2006-01-27,6,48.21649892689218
2006-01-27,7,52.15195430382658
2006-01-27,8,57.54455007699039
2006-01-27,9,58.563642650162386
2006-01-27,10,58.05612841422027
2006-01-27,11,57.57163640943664
2006-01-27,12,60.101047128082755
2006-01-27,13,60.508396652938785
2006-01-27,14,57.71361851113737
2006-01-27,15,53.13353915665474
2006-01-27,16,52.99103387352142
2006-01-27,17,58.30289740311469
2006-01-27,18,60.11598297576991
2006-01-27,19,63.36473571824128
2006-01-27,20,59.14801744939089
2006-01-27,21,51.80095616426837
2006-01-27,22,52.55835256800796
2006-01-27,23,51.82332480768058
2006-01-28,0,50.23037023903392
2006-01-28,1,47.55144227178715
2006-01-28,2,45.03774461868613
2006-01-28,3,42.72807441290523
2006-01-28,4,40.94223752049209
2006-01-28,5,41.7836048081127
2006-01-28,6,47.35253278463732
2006-01-28,7,51.34060797621769
2006-01-28,8,56.799455487290004
2006-01-28,9,57.78876617745543
2006-01-28,10,57.0487156260266
2006-01-28,11,56.75836197923681
2006-01-28,12,59.10874505557185
2006-01-28,13,59.37810639201115
2006-01-28,14,56.846496622031
2006-01-28,15,52.44876273904856
2006-01-28,16,52.31546820486474
2006-01-28,17,57.663494442829574
2006-01-28,18,59.47052785597093
2006-01-28,19,62.74878798182765
2006-01-28,20,58.58191295942821
2006-01-28,21,51.301748909910735
2006-01-28,22,52.163577926013
2006-01-28,23,51.58276631719048
2006-01-29,0,49.034030254767295
2006-01-29,1,46.45703071568359
2006-01-29,2,44.041057822296565
2006-01-29,3,41.83899717163671
2006-01-29,4,40.08285857643505
2006-01-29,5,41.00714497688788
2006-01-29,6,46.6248885049945
2006-01-29,7,50.68851841982046
2006-01-29,8,56.22796745331887
2006-01-29,9,57.21531417649662
2006-01-29,10,56.525079416813824
2006-01-29,11,55.863784170730824
2006-01-29,12,58.345024700617024
2006-01-29,13,58.681473805909576
2006-01-29,14,56.207542776041876
2006-01-29,15,51.72923888310758
2006-01-29,16,51.996640772041445
2006-01-29,17,57.621118841897285
2006-01-29,18,59.4882219484452
2006-01-29,19,62.80916163122907
2006-01-29,20,58.66557035885236
2006-01-29,21,51.32048617476029
2006-01-29,22,52.04769707025218
2006-01-29,23,51.29565024068461
2006-01-30,0,49.368258998008464
2006-01-30,1,46.55428233010229
2006-01-30,2,44.03678082078468
2006-01-30,3,41.8173478227966
2006-01-30,4,39.69826424548255
2006-01-30,5,40.96723346587406
2006-01-30,6,46.094642367476354
2006-01-30,7,50.16204031261556
2006-01-30,8,55.112538954381655
2006-01-30,9,57.409996197564006
2006-01-30,10,57.95877541888866
2006-01-30,11,57.83702417976617
2006-01-30,12,60.689808358644434
2006-01-30,13,60.92189312828621
2006-01-30,14,58.130654187965476
2006-01-30,15,52.66714806426984
2006-01-30,16,50.950548490857464
2006-01-30,17,57.26063099292337
2006-01-30,18,59.16862732658543
2006-01-30,19,60.409998761619306
2006-01-30,20,56.73415008642152
2006-01-30,21,50.45803778315383
2006-01-30,22,51.228868872047535
2006-01-30,23,49.946831987087826
2006-01-31,0,47.79073226444362
2006-01-31,1,45.12912854676763
2006-01-31,2,42.56838058256104
2006-01-31,3,40.49333163930837
2006-01-31,4,38.4496088790286
2006-01-31,5,39.47976043204076
2006-01-31,6,44.31156027984888
2006-01-31,7,48.139752696773414
2006-01-31,8,53.09064852450955
2006-01-31,9,55.302817988576315
2006-01-31,10,55.84091430651428
2006-01-31,11,56.00721960519395
2006-01-31,12,58.50185104060619
2006-01-31,13,58.696654875369575
2006-01-31,14,56.205413180926726
2006-01-31,15,50.99171236333528
2006-01-31,16,49.362200682578234
2006-01-31,17,55.814775826818014
2006-01-31,18,57.86653800179564
2006-01-31,19,59.26290608463036
2006-01-31,20,55.68160945594105
2006-01-31,21,49.461533397978336
2006-01-31,22,50.30205282007734
2006-01-31,23,49.02821299044059
2006-02-01,0,46.70965758768188
2006-02-01,1,44.147050192080364
2006-02-01,2,41.73588884365114
2006-02-01,3,39.25412948754201
2006-02-01,4,37.12184095677961
2006-02-01,5,38.08205224267029
2006-02-01,6,46.78894537067755
2006-02-01,7,50.53209375235706
2006-02-01,8,55.750995699779246
2006-02-01,9,57.73891634364049
2006-02-01,10,57.44366180470302
2006-02-01,11,56.80003201014246
2006-02-01,12,59.556457865512854
2006-02-01,13,61.156795967972194
2006-02-01,14,57.80477526571667
2006-02-01,15,53.38318492361643
2006-02-01,16,52.63307092151171
2006-02-01,17,57.884043803239734
2006-02-01,18,58.18806893658925
2006-02-01,19,60.58582175796347
2006-02-01,20,58.63449895204864
2006-02-01,21,48.81743832859248
2006-02-01,22,49.83065916272068
2006-02-01,23,48.87112070087703
2006-02-02,0,48.21811113473464
2006-02-02,1,45.50015954904142
2006-02-02,2,43.08654427408679
2006-02-02,3,40.57145070045996
2006-02-02,4,38.53317382836858
2006-02-02,5,39.59594635686551
2006-02-02,6,48.59431255066921
2006-02-02,7,52.68501620444535
2006-02-02,8,58.10435265028662
2006-02-02,9,60.09095925539022
2006-02-02,10,59.579313819720284
2006-02-02,11,58.94466059852209
2006-02-02,12,61.77325123212766
2006-02-02,13,63.24013305710973
2006-02-02,14,59.42066258082416
2006-02-02,15,54.993682924254
2006-02-02,16,54.43930292554287
2006-02-02,17,59.83207324676161
2006-02-02,18,60.21691708410805
2006-02-02,19,62.49556697874523
2006-02-02,20,60.29861043054144
2006-02-02,21,50.21244796169464
2006-02-02,22,50.92507471045139
2006-02-02,23,49.81795493106482
2006-02-03,0,48.94217383572455
2006-02-03,1,46.163875354978146
2006-02-03,2,43.662596786380476
2006-02-03,3,41.105646016465606
2006-02-03,4,39.01020076401517
2006-02-03,5,40.06771840072513
2006-02-03,6,49.043703241851716
2006-02-03,7,53.07414281546093
2006-02-03,8,58.431544054369645
2006-02-03,9,60.321034648172024
2006-02-03,10,59.680556925878584
2006-02-03,11,58.80634222169715
2006-02-03,12,61.47619562744498
2006-02-03,13,62.69551634226082
2006-02-03,14,58.97141349253831
2006-02-03,15,54.71355001929805
2006-02-03,16,54.33940931316904
2006-02-03,17,59.88361192692778
2006-02-03,18,60.28240130580977
2006-02-03,19,62.540385089412624
2006-02-03,20,60.36777914377563
2006-02-03,21,50.358694197606525
2006-02-03,22,51.10903894546404
2006-02-03,23,50.012038915580916
2006-02-04,0,48.6941855155148
2006-02-04,1,45.87580801607159
2006-02-04,2,43.36727024696335
2006-02-04,3,40.80036381376188
2006-02-04,4,38.74348556293886
2006-02-04,5,39.88298344690674
