Date,Hour,
07-14,9,52.87987617
07-14,10,56.14620608
07-14,11,59.36364277
07-14,12,64.05533445
07-14,13,66.82684127
07-14,14,70.15723801
07-14,15,70.62036459
07-14,16,69.10452149
07-14,17,66.16673876
07-14,18,63.75187503
07-14,19,65.05278746
07-14,20,66.84813823
07-14,21,65.13122265
07-14,22,63.02953098
07-14,23,59.99233936
07-15,0,54.28053302
07-15,1,49.10098366
07-15,2,43.28736125
07-15,3,40.9887355
07-15,4,39.71314122
07-15,5,39.0582115
07-15,6,36.91573666
07-15,7,38.62653433
07-15,8,42.54484706
07-15,9,46.35083141
07-15,10,50.14857063
07-15,11,54.15731064
07-15,12,59.70792034
07-15,13,62.66325463
07-15,14,66.09190399
07-15,15,67.06108436
07-15,16,65.75548073
07-15,17,63.18323999
07-15,18,60.52432944
07-15,19,62.10732196
07-15,20,65.07747819
07-15,21,64.15080945
07-15,22,62.03432707
07-15,23,59.19997956
07-16,0,54.27208118
07-16,1,49.19395388
07-16,2,43.03591908
07-16,3,41.09966587
07-16,4,40.70411922
07-16,5,41.88429479
07-16,6,44.67029791
07-16,7,49.4818636
07-16,8,54.56124756
07-16,9,58.72432206
07-16,10,61.54376105
07-16,11,63.48602669
07-16,12,65.83233336
07-16,13,69.7342735
07-16,14,73.51156117
07-16,15,74.17753185
07-16,16,72.24120982
07-16,17,69.74503562
07-16,18,69.62801531
07-16,19,72.45237152
07-16,20,71.6667423
07-16,21,69.45328124
07-16,22,66.4377346
07-16,23,63.26848302
07-17,0,57.90320203
07-17,1,53.71991306
07-17,2,48.14188563
07-17,3,46.02814383
07-17,4,45.08428419
07-17,5,44.81813901
07-17,6,46.34904421
07-17,7,50.8637391
07-17,8,55.69273736
07-17,9,59.70156582
07-17,10,62.42486514
07-17,11,64.07871182
07-17,12,66.36796859
07-17,13,70.06917757
07-17,14,73.67003313
07-17,15,74.28212335
07-17,16,72.39756882
07-17,17,69.72601899
07-17,18,69.58047372
07-17,19,72.13225816
07-17,20,71.68892837
07-17,21,69.22719458
07-17,22,66.20742202
07-17,23,63.03183156
07-18,0,57.78065038
07-18,1,53.70512235
07-18,2,47.78056957
07-18,3,45.77141926
07-18,4,44.75783196
07-18,5,44.7040392
07-18,6,46.19057225
07-18,7,50.75703464
07-18,8,55.61033194
07-18,9,59.64874183
07-18,10,62.45761602
07-18,11,64.23295787
07-18,12,66.54545718
07-18,13,70.33646695
07-18,14,73.99014649
07-18,15,74.57688119
07-18,16,72.76839321
07-18,17,70.26271069
07-18,18,70.08335807
07-18,19,72.51576031
07-18,20,72.14215818
07-18,21,69.63816519
07-18,22,66.58247232
07-18,23,63.12057586
07-19,0,57.79966701
07-19,1,53.71568714
07-19,2,48.1334338
07-19,3,46.19084171
07-19,4,45.25754687
07-19,5,44.91216571
07-19,6,46.45891811
07-19,7,50.98523427
07-19,8,55.81740197
07-19,9,59.87588497
07-19,10,62.68053324
07-19,11,64.53616755
07-19,12,66.4662212
07-19,13,70.06072574
07-19,14,73.75772095
07-19,15,74.44059531
07-19,16,72.60569533
07-19,17,70.03239811
07-19,18,70.00200913
07-19,19,72.50202607
07-19,20,72.14215818
07-19,21,69.58322825
07-19,22,66.62156207
07-19,23,62.92195767
07-20,0,57.83981324
07-20,1,53.67871035
07-20,2,47.9612276
07-20,3,45.91826994
07-20,4,45.02934725
07-20,5,44.91744811
07-20,6,46.36172197
07-20,7,50.74752633
07-20,8,55.57863755
07-20,9,59.61599096
07-20,10,62.5262872
07-20,11,65.38557726
07-20,12,66.35740379
07-20,13,69.83569555
07-20,14,73.47035846
07-20,15,73.73275388
07-20,16,71.55978039
07-20,17,69.44605186
07-20,18,69.63118475
07-20,19,72.02872315
07-20,20,72.28372646
07-20,21,69.50927467
07-20,22,66.45780771
07-20,23,62.10846827
07-21,0,55.97618299
07-21,1,51.00898606
07-21,2,45.08654624
07-21,3,42.87243886
07-21,4,41.7373564
07-21,5,41.65820812
07-21,6,41.06453258
07-21,7,43.36484594
07-21,8,47.5631258
07-21,9,51.47053221
07-21,10,54.66185205
07-21,11,57.87823226
07-21,12,62.63542568
07-21,13,65.43968338
07-21,14,68.78592731
07-21,15,69.35470186
07-21,16,67.86421428
07-21,17,65.02785361
07-21,18,62.75772759
07-21,19,63.9561615
07-21,20,65.95858229
07-21,21,64.06734755
07-21,22,61.92022725
07-21,23,58.91367356
07-22,0,53.2906115
07-22,1,48.2388962
07-22,2,42.40203124
07-22,3,40.38442909
07-22,4,39.21553927
07-22,5,38.52785867
07-22,6,36.76149062
07-22,7,38.31381633
07-22,8,42.08527838
07-22,9,45.94619967
07-22,10,49.6911149
07-22,11,53.83191488
07-22,12,59.26842477
07-22,13,62.42554669
07-22,14,65.99470786
07-22,15,67.08643987
07-22,16,65.74174649
07-22,17,63.2244427
07-22,18,60.44192402
07-22,19,62.05132854
07-22,20,64.83977025
07-22,21,64.12862338
07-22,22,62.0639085
07-22,23,58.90944764
07-23,0,53.18602001
07-23,1,48.25157396
07-23,2,42.42844323
07-23,3,40.57353896
07-23,4,40.21708206
07-23,5,41.40782243
07-23,6,44.17163948
07-23,7,49.03285972
07-23,8,54.18619726
07-23,9,58.3418764
07-23,10,61.20885697
07-23,11,63.04864408
07-23,12,65.57138287
07-23,13,69.44479805
07-23,14,73.08474335
07-23,15,73.82995002
07-23,16,72.05315643
07-23,17,69.31927429
07-23,18,69.3522741
07-23,19,72.17979975
07-23,20,71.45650283
07-23,21,69.0592143
07-23,22,66.0574019
07-23,23,62.87441608
07-24,0,57.56512851
07-24,1,53.33852388
07-24,2,47.7266891
07-24,3,45.69429624
07-24,4,44.81065594
07-24,5,44.56141444
07-24,6,45.95497727
07-24,7,50.43903424
07-24,8,55.32296945
07-24,9,59.45329308
07-24,10,62.28752278
07-24,11,64.00475824
07-24,12,66.37853338
07-24,13,70.14947003
07-24,14,73.76194686
07-24,15,74.49975817
07-24,16,72.8159348
07-24,17,70.09895633
07-24,18,69.8371983
07-24,19,72.32453748
07-24,20,71.81887538
07-24,21,69.44060348
07-24,22,66.40920965
07-24,23,62.95787798
07-25,0,57.40454359
07-25,1,53.4103645
07-25,2,47.71929374
07-25,3,45.81473493
07-25,4,44.82755962
07-25,5,44.53288948
07-25,6,46.0004059
07-25,7,50.49185823
07-25,8,55.38213232
07-25,9,59.52619018
07-25,10,62.38577539
07-25,11,64.13893117
07-25,12,66.28661965
07-25,13,70.08608125
07-25,14,73.64467761
07-25,15,74.36875468
07-25,16,72.49582144
07-25,17,69.9024511
07-25,18,69.83085942
07-25,19,72.40060402
07-25,20,71.83789201
07-25,21,69.5388561
07-25,22,66.48210675
07-25,23,62.88498088
07-26,0,57.69401904
07-26,1,53.7178001
07-26,2,47.84395835
07-26,3,45.72599063
07-26,4,44.97335382
07-26,5,44.45470998
07-26,6,45.99829294
07-26,7,50.48234991
07-26,8,55.35572032
07-26,9,59.48710043
07-26,10,62.30759589
07-26,11,64.06603407
07-26,12,65.86931015
07-26,13,69.74378181
07-26,14,73.53374724
07-26,15,74.11625603
07-26,16,72.09435914
07-26,17,69.68164684
07-26,18,69.74951048
07-26,19,72.22628486
07-26,20,71.56637672
07-26,21,69.29480928
07-26,22,66.2708108
07-26,23,62.53739905
07-27,0,57.49857029
07-27,1,53.37761363
07-27,2,47.67703455
07-27,3,45.62562505
07-27,4,44.78213099
07-27,5,44.57197923
07-27,6,45.90109681
07-27,7,50.14638936
07-27,8,54.94580619
07-27,9,59.13317972
07-27,10,61.92515023
07-27,11,64.83303836
07-27,12,65.47524321
07-27,13,68.63553457
07-27,14,72.31140019
07-27,15,72.57696505
07-27,16,70.51809137
07-27,17,68.27335935
07-27,18,68.40989417
07-27,19,70.64156526
07-27,20,70.57856817
07-27,21,68.3239044
07-27,22,65.2439125
07-27,23,60.74455294
07-28,0,55.35814235
07-28,1,50.44271293
07-28,2,44.47167504
07-28,3,42.12867713
07-28,4,40.78441168
07-28,5,40.62391446
07-28,6,40.00277045
07-28,7,41.95338902
07-28,8,46.01115707
07-28,9,49.97350042
07-28,10,53.34442183
07-28,11,56.71716103
07-28,12,61.72685311
07-28,13,64.46138314
07-28,14,67.81924836
07-28,15,68.43556449
07-28,16,66.80245215
07-28,17,64.0062377
07-28,18,61.71075618
07-28,19,62.80671155
07-28,20,64.87040816
07-28,21,63.41549956
07-28,22,61.35818004
07-28,23,58.13187855
07-29,0,52.54579329
07-29,1,47.52894182
07-29,2,41.91710704
07-29,3,39.8001958
07-29,4,38.7813261
07-29,5,38.20668883
07-29,6,36.37059312
07-29,7,37.67358961
07-29,8,41.41124431
07-29,9,45.12954084
07-29,10,48.89241622
07-29,11,52.96454502
07-29,12,58.8236468
07-29,13,61.99978536
07-29,14,65.5076707
07-29,15,66.51065842
07-29,16,65.21878903
07-29,17,62.60534557
07-29,18,59.62843462
07-29,19,61.07936718
07-29,20,63.94810136
07-29,21,63.4081042
07-29,22,61.03912316
07-29,23,57.65434971
07-30,0,52.29223816
07-30,1,47.39476889
07-30,2,41.40577085
07-30,3,39.450501
07-30,4,39.02431644
07-30,5,39.94037208
07-30,6,42.31751755
07-30,7,46.7867838
07-30,8,51.8587724
07-30,9,56.14756799
07-30,10,59.1793594
07-30,11,61.14169816
07-30,12,64.18105553
07-30,13,68.01960689
07-30,14,71.69019011
07-30,15,72.36038671
07-30,16,70.39976564
07-30,17,67.76096668
07-30,18,67.70839163
07-30,19,70.76728635
07-30,20,70.21408266
07-30,21,68.29221001
07-30,22,64.90266955
07-30,23,61.66052087
07-31,0,56.43575167
07-31,1,52.24929327
07-31,2,46.40925887
07-31,3,44.18986909
07-31,4,43.26185665
07-31,5,42.99359851
07-31,6,44.1547358
07-31,7,48.29015446
07-31,8,53.12866104
07-31,9,57.13432006
07-31,10,60.04144686
07-31,11,61.69106762
07-31,12,64.08280292
07-31,13,67.53468269
07-31,14,71.15666784
07-31,15,71.67895728
07-31,16,69.89054241
07-31,17,67.2961156
07-31,18,67.28474326
07-31,19,69.94640159
07-31,20,69.65203544
07-31,21,67.56429547
07-31,22,64.32583161
07-31,23,61.08579589
08-01,0,55.41624873
08-01,1,51.42101316
08-01,2,45.7299424
08-01,3,43.75882536
08-01,4,42.88046747
08-01,5,42.52029559
08-01,6,43.7902503
08-01,7,47.97321054
08-01,8,52.85608927
08-01,9,56.93675835
08-01,10,59.83648979
08-01,11,61.71431018
08-01,12,63.84086906
08-01,13,67.55158637
08-01,14,71.23907326
08-01,15,71.98322344
08-01,16,69.99724687
08-01,17,67.2697036
08-01,18,67.23931463
08-01,19,69.90519888
08-01,20,69.49356348
08-01,21,67.4480827
08-01,22,64.23708731
08-01,23,60.69595487
08-02,0,55.41624873
08-02,1,51.37135861
08-02,2,45.84509869
08-02,3,43.65740331
08-02,4,42.81285277
08-02,5,42.50867431
08-02,6,43.85892148
08-02,7,47.97321054
08-02,8,52.85186335
08-02,9,56.95049259
08-02,10,59.8988221
08-02,11,61.81890167
08-02,12,63.81234411
08-02,13,67.58433724
08-02,14,71.1376512
08-02,15,71.5004122
08-02,16,69.64332615
08-02,17,67.07953725
08-02,18,67.21712855
08-02,19,69.87773041
08-02,20,69.5136366
08-02,21,67.44596974
08-02,22,64.24448267
08-02,23,60.49839316
08-03,0,55.3708201
08-03,1,51.35022902
08-03,2,45.49434742
08-03,3,43.33200755
08-03,4,42.2582009
08-03,5,42.08608242
08-03,6,43.28102706
08-03,7,47.22627937
08-03,8,52.0151314
08-03,9,56.22469101
08-03,10,59.4350275
08-03,11,62.60280964
08-03,12,63.71197853
08-03,13,67.19977861
08-03,14,70.69604268
08-03,15,70.81686982
08-03,16,68.70094623
08-03,17,66.7065999
08-03,18,67.26467014
08-03,19,69.78053428
08-03,20,69.94784977
08-03,21,68.19607036
08-03,22,64.82343357
08-03,23,60.26068522
08-04,0,54.55627423
08-04,1,49.49399413
08-04,2,43.47118873
08-04,3,41.26447671
08-04,4,39.96247044
08-04,5,39.74914924
08-04,6,38.76246324
08-04,7,40.53876265
08-04,8,44.50884289
08-04,9,48.55464814
08-04,10,52.01537032
08-04,11,55.5613722
08-04,12,60.63973546
08-04,13,63.38166085
08-04,14,66.93497482
08-04,15,67.41394859
08-04,16,65.91078325
08-04,17,63.37657578
08-04,18,61.44346681
08-04,19,62.84368834
08-04,20,64.88202944
08-04,21,63.59298815
08-04,22,61.38670499
08-04,23,58.16040351
08-05,0,52.48451747
08-05,1,47.34194491
08-05,2,41.44169116
08-05,3,39.33534471
08-05,4,38.17173729
08-05,5,37.6351333
08-05,6,35.75994783
08-05,7,36.94039267
08-05,8,40.58719011
08-05,9,44.36993191
08-05,10,47.90143823
08-05,11,51.38616429
08-05,12,56.68427534
08-05,13,59.67447346
08-05,14,63.09467098
08-05,15,63.97088114
08-05,16,62.81846707
08-05,17,60.26101704
08-05,18,57.55350842
08-05,19,59.33300618
08-05,20,62.31161425
08-05,21,62.05158422
08-05,22,59.71429757
08-05,23,56.39713883
08-06,0,51.06672166
08-06,1,46.21996343
08-06,2,40.17180252
08-06,3,38.17004757
08-06,4,37.68998253
08-06,5,38.10526678
08-06,6,40.06087683
08-06,7,43.70820185
08-06,8,48.49811036
08-06,9,52.80380963
08-06,10,55.70565403
08-06,11,57.61516881
08-06,12,60.59008092
08-06,13,64.0673162
08-06,14,67.52765995
08-06,15,68.24645462
08-06,16,66.61756819
08-06,17,64.01468954
08-06,18,63.9357025
08-06,19,66.9692417
08-06,20,66.29982525
08-06,21,64.94528221
08-06,22,61.73956922
08-06,23,58.50375942
08-07,0,53.39837244
08-07,1,49.31544905
08-07,2,43.58106262
08-07,3,41.54972624
08-07,4,40.65235171
08-07,5,40.06609316
08-07,6,41.10573529
08-07,7,44.6231133
08-07,8,49.24609802
08-07,9,53.30880694
08-07,10,56.23600686
08-07,11,57.85815915
08-07,12,60.66720394
08-07,13,64.17507713
08-07,14,67.85833811
08-07,15,68.46937185
08-07,16,66.39359449
08-07,17,63.91115453
08-07,18,63.98430057
08-07,19,66.83823821
08-07,20,66.45618425
08-07,21,65.01923579
08-07,22,61.80401448
08-07,23,58.41818456
08-08,0,53.2441264
08-08,1,49.18021964
08-08,2,43.58528854
08-08,3,41.55078272
08-08,4,40.57100277
08-08,5,40.02172102
08-08,6,41.02966875
08-08,7,44.58613651
08-08,8,49.2207425
08-08,9,53.29718567
08-08,10,56.19903007
08-08,11,57.94479049
08-08,12,60.5752902
08-08,13,64.18458545
08-08,14,67.77804565
08-08,15,68.57501982
08-08,16,66.78026607
08-08,17,64.30733443
08-08,18,64.17235396
08-08,19,66.93966027
08-08,20,66.61888212
08-08,21,65.07417274
08-08,22,61.8811375
08-08,23,58.48474278
08-09,0,53.29272446
08-09,1,49.33974808
08-09,2,43.77651137
08-09,3,41.74834443
08-09,4,40.63756099
08-09,5,40.19181425
08-09,6,41.15538984
08-09,7,44.65269474
08-09,8,49.28835721
08-09,9,53.36691333
08-09,10,56.31418636
08-09,11,58.24483073
08-09,12,60.83412774
08-09,13,64.60717735
08-09,14,68.00413231
08-09,15,68.41126546
08-09,16,66.56791365
08-09,17,64.02631082
08-09,18,64.16178916
08-09,19,66.92698251
08-09,20,66.43294169
08-09,21,65.01500988
08-09,22,61.81035336
08-09,23,58.1973803
08-10,0,53.38146876
08-10,1,49.35242584
08-10,2,43.84201311
08-10,3,41.68072972
08-10,4,40.75060432
08-10,5,40.14215971
08-10,6,41.12580841
08-10,7,44.63579106
08-10,8,49.29680904
08-10,9,53.72717292
08-10,10,57.14669239
08-10,11,60.15494609
08-10,12,62.31002992
08-10,13,65.90559094
08-10,14,69.51489833
08-10,15,69.78468912
08-10,16,67.6127721
08-10,17,65.72724319
08-10,18,66.20924689
08-10,19,68.88992186
08-10,20,68.61457234
08-10,21,67.36039489
08-10,22,63.81766486
08-10,23,59.28027202
08-11,0,53.72693764
08-11,1,48.874897
08-11,2,42.84258329
08-11,3,40.52177146
08-11,4,39.40359266
08-11,5,38.88811826
08-11,6,38.11906708
08-11,7,39.72210382
08-11,8,43.77564595
08-11,9,47.82356416
08-11,10,51.60123026
08-11,11,55.77478111
08-11,12,61.23875947
08-11,13,64.57865239
08-11,14,67.9893416
08-11,15,68.22321207
08-11,16,66.63235891
08-11,17,64.1108292
08-11,18,61.93050396
08-11,19,62.90179472
08-11,20,64.46788939
08-11,21,64.09692899
08-11,22,61.30429957
08-11,23,57.96601123
08-12,0,52.28272984
08-12,1,47.08522033
08-12,2,41.30751823
08-12,3,39.137783
08-12,4,37.87381001
08-12,5,37.15232206
08-12,6,35.38912345
08-12,7,36.34348162
08-12,8,39.89730885
08-12,9,43.46030286
08-12,10,47.07527108
08-12,11,50.95089464
08-12,12,56.62511247
08-12,13,59.75370944
08-12,14,63.02494332
08-12,15,64.030044
08-12,16,62.51737034
08-12,17,59.92400001
08-12,18,56.9079993
08-12,19,58.12016744
08-12,20,60.99418402
08-12,21,61.12716445
08-12,22,58.43595709
08-12,23,54.69620646
08-13,0,51.03925319
08-13,1,46.06783035
08-13,2,39.85063268
08-13,3,37.6470901
08-13,4,36.86487186
08-13,5,37.20092012
08-13,6,38.84064274
08-13,7,41.10186635
08-13,8,45.32550172
08-13,9,49.30580523
08-13,10,52.54677963
08-13,11,55.80858846
08-13,12,60.17171494
08-13,13,63.52428562
08-13,14,66.91912762
08-13,15,67.18891841
08-13,16,65.72906874
08-13,17,63.17901407
08-13,18,60.72611707
08-13,19,61.3392612
08-13,20,61.93550746
08-13,21,62.24808945
08-13,22,59.14062907
08-13,23,55.7886065
08-14,0,50.46981061
08-14,1,45.91781022
08-14,2,40.10313133
08-14,3,37.92600075
08-14,4,36.79620068
08-14,5,35.91412781
08-14,6,35.24227276
08-14,7,36.46392031
08-14,8,40.18995373
08-14,9,44.04031023
08-14,10,47.89404287
08-14,11,51.65239719
08-14,12,57.19983745
08-14,13,60.56297292
08-14,14,63.91872518
08-14,15,64.52342004
08-14,16,63.05511853
08-14,17,60.67727006
08-14,18,58.06061869
08-14,19,59.57599652
08-14,20,62.05383319
08-14,21,62.59355832
08-14,22,59.32551303
08-14,23,55.78226762
08-15,0,50.684276
08-15,1,46.52739903
08-15,2,41.05607605
08-15,3,39.137783
08-15,4,38.1400429
08-15,5,37.85171164
08-15,6,39.26323463
08-15,7,42.76159601
08-15,8,47.38035481
08-15,9,51.58674498
08-15,10,54.52028377
08-15,11,56.16356565
08-15,12,58.68524796
08-15,13,62.26179233
08-15,14,65.72213608
08-15,15,66.24125609
08-15,16,64.2975387
08-15,17,62.14683337
08-15,18,63.11587422
08-15,19,66.39768617
08-15,20,65.94273509
08-15,21,64.78364081
08-15,22,61.20921639
08-15,23,57.42931953
08-16,0,52.5817136
08-16,1,48.45336159
08-16,2,42.91653687
08-16,3,40.91372544
08-16,4,39.82090216
08-16,5,39.21245754
08-16,6,40.47501689
08-16,7,43.8307535
08-16,8,48.46852893
08-16,9,52.73408197
08-16,10,55.67924204
08-16,11,57.27498233
08-16,12,59.42795321
08-16,13,62.73509526
08-16,14,66.36975816
08-16,15,66.83182826
08-16,16,64.74654258
08-16,17,62.68352507
08-16,18,63.80047309
08-16,19,66.96184634
08-16,20,66.56394518
08-16,21,65.40379442
08-16,22,61.62969533
08-16,23,57.70083482
08-17,0,53.56423976
08-17,1,49.55104403
08-17,2,43.60747461
08-17,3,41.68072972
08-17,4,40.60481012
08-17,5,40.12631251
08-17,6,41.19976199
08-17,7,44.09487344
08-17,8,48.10087398
08-17,9,51.86671211
08-17,10,54.52873561
08-17,11,56.47522718
08-17,12,58.40950674
08-17,13,61.40076135
08-17,14,64.97626139
08-17,15,65.60525529
08-17,16,63.56117232
08-17,17,61.54358344
08-17,18,62.71863784
08-17,19,66.26140028
08-17,20,66.55866278
08-17,21,65.16503
08-17,22,61.45220673
08-17,23,57.28775124
08-18,0,50.996994
08-18,1,46.4249205
08-18,2,40.87436154
08-18,3,38.88211491
08-18,4,38.19603633
08-18,5,38.23838322
08-18,6,38.67160598
08-18,7,40.92226479
08-18,8,45.20506303
08-18,9,49.20966557
08-18,10,52.47282604
08-18,11,55.72723952
08-18,12,60.32913042
08-18,13,63.28974712
08-18,14,66.70783168
08-18,15,67.12975554
08-18,16,65.42374609
08-18,17,62.85150535
08-18,18,60.80112713
08-18,19,61.85165387
08-18,20,63.09869165
08-18,21,62.97811695
08-18,22,59.85903529
08-18,23,56.51652104
08-19,0,50.63462145
08-19,1,45.86921216
08-19,2,40.12743037
08-19,3,38.01897096
08-19,4,36.97368927
08-19,5,36.43391584
08-19,6,35.28770139
08-19,7,36.49350175
08-19,8,40.20685741
08-19,9,44.09313422
08-19,10,47.75986995
08-19,11,51.57633065
08-19,12,57.14067458
08-19,13,60.2354642
08-19,14,63.87646599
08-19,15,64.73788542
08-19,16,63.12695915
08-19,17,60.38039925
08-19,18,57.89792082
08-19,19,59.75876751
08-19,20,62.13940805
08-19,21,62.79745891
08-19,22,59.47553315
08-19,23,56.39502587
08-20,0,50.59975762
08-20,1,45.8565344
08-20,2,39.89923075
08-20,3,37.87423324
08-20,4,37.33817478
08-20,5,38.0049012
08-20,6,40.35880412
08-20,7,44.04099297
08-20,8,48.89534675
08-20,9,53.29718567
08-20,10,56.23600686
08-20,11,58.2775816
08-20,12,61.39934439
08-20,13,65.05406827
08-20,14,68.59787392
08-20,15,69.23426317
08-20,16,67.1436951
08-20,17,64.44678975
08-20,18,64.76820853
08-20,19,68.07537598
08-20,20,67.72501641
08-20,21,66.57648692
08-20,22,62.47487912
08-20,23,59.44930878
08-21,0,54.74221466
08-21,1,50.65400887
08-21,2,44.84672534
08-21,3,42.8291232
08-21,4,41.65706394
08-21,5,41.0443934
08-21,6,42.63340499
08-21,7,46.11697565
08-21,8,50.79595379
08-21,9,54.96959309
08-21,10,57.6622545
08-21,11,59.29285863
08-21,12,62.07760438
08-21,13,65.45553057
08-21,14,69.10075828
08-21,15,69.42865544
08-21,16,67.27681155
08-21,17,64.6528033
08-21,18,65.00485999
08-21,19,67.9232429
08-21,20,67.59718236
08-21,21,66.67368306
08-21,22,62.4600884
08-21,23,59.50318925
08-22,0,53.7702533
08-22,1,49.85742315
08-22,2,44.14310984
08-22,3,42.16354096
08-22,4,41.35808017
08-22,5,40.79189474
08-22,6,42.30061387
08-22,7,45.79369285
08-22,8,50.4980265
08-22,9,54.71603795
08-22,10,57.44461968
08-22,11,59.23475224
08-22,12,61.68987632
08-22,13,65.18612824
08-22,14,68.73521629
08-22,15,69.17721327
08-22,16,67.19334965
08-22,17,64.5587766
08-22,18,64.89921202
08-22,19,67.87464483
08-22,20,67.58133516
08-22,21,66.63459331
08-22,22,62.41994217
08-22,23,59.1978666
08-23,0,54.04282508
08-23,1,50.00427384
08-23,2,44.22234582
08-23,3,42.07057075
08-23,4,41.03374089
08-23,5,40.70103749
08-23,6,42.28793611
08-23,7,45.78101509
08-23,8,50.47584043
08-23,9,54.72554627
08-23,10,57.58090556
08-23,11,59.57493872
08-23,12,61.84517884
08-23,13,65.41010194
08-23,14,68.99405382
08-23,15,69.53324694
08-23,16,67.56945644
08-23,17,64.99087681
08-23,18,65.20981706
08-23,19,68.1736286
08-23,20,68.01237889
08-23,21,66.99273994
08-23,22,62.77386288
08-23,23,59.2189962
08-24,0,54.79292569
08-24,1,50.7723346
08-24,2,45.01153618
08-24,3,43.00238587
08-24,4,41.8673034
08-24,5,41.39091875
08-24,6,43.03698025
08-24,7,46.27650409
08-24,8,50.98506366
08-24,9,55.1460252
08-24,10,57.88517172
08-24,11,60.1126869
08-24,12,61.68881984
08-24,13,64.75508451
08-24,14,68.06857758
08-24,15,68.5813587
08-24,16,66.25308269
08-24,17,63.98088219
08-24,18,64.27694545
08-24,19,66.85514189
08-24,20,66.89039742
08-24,21,65.93942964
08-24,22,61.85261255
08-24,23,57.8793799
08-25,0,52.7486374
08-25,1,47.79623119
08-25,2,42.11255579
08-25,3,39.84985034
08-25,4,38.81302049
08-25,5,38.46341341
08-25,6,38.36945278
08-25,7,39.78971852
08-25,8,43.71437013
08-25,9,47.84997616
08-25,10,51.21561516
08-25,11,54.53236094
08-25,12,59.48605959
08-25,13,62.305108
08-25,14,65.6481825
08-25,15,65.7035079
08-25,16,64.18660833
08-25,17,61.43054011
08-25,18,59.51961721
08-25,19,60.87441011
08-25,20,62.64440536
08-25,21,62.68969798
08-25,22,59.39629717
08-25,23,56.61688661
08-26,0,51.13433637
08-26,1,46.11114601
08-26,2,40.70849422
08-26,3,38.50917756
08-26,4,37.30542391
08-26,5,36.71916537
08-26,6,35.37644569
08-26,7,36.26530212
08-26,8,39.90364772
08-26,9,43.8385226
08-26,10,47.62569702
08-26,11,51.46962619
08-26,12,56.74555116
08-26,13,59.89527773
08-26,14,63.29962805
08-26,15,63.68351865
08-26,16,62.11907748
08-26,17,59.82680387
08-26,18,57.7891034
08-26,19,60.1243095
08-26,20,63.13566844
08-26,21,63.46198467
08-26,22,59.7333142
08-26,23,56.71513923
08-27,0,51.07306054
08-27,1,46.26644854
08-27,2,40.43380949
08-27,3,38.66025416
08-27,4,38.21188352
08-27,5,39.2821852
08-27,6,42.62706611
08-27,7,46.74769405
08-27,8,51.70980876
08-27,9,55.84118887
08-27,10,58.71979072
08-27,11,60.63670085
08-27,12,63.38869573
08-27,13,67.1638583
08-27,14,70.89149143
08-27,15,71.2658737
08-27,16,69.01155127
08-27,17,66.34634031
08-27,18,67.03435756
08-27,19,70.70284108
08-27,20,70.39579718
08-27,21,68.43060886
08-27,22,63.82294726
08-27,23,60.97909144
08-28,0,56.05330601
08-28,1,51.97038262
08-28,2,46.33636177
08-28,3,44.34939753
08-28,4,43.28509921
08-28,5,42.99148555
08-28,6,45.27143488
08-28,7,49.28218893
08-28,8,53.91890788
08-28,9,57.82420133
08-28,10,60.38797222
08-28,11,62.00061619
08-28,12,64.63745478
08-28,13,68.25731483
08-28,14,71.73878817
08-28,15,72.16705092
08-28,16,69.92434976
08-28,17,67.16194267
08-28,18,67.30587285
08-28,19,70.52852193
08-28,20,70.36727222
08-28,21,68.55632995
08-28,22,63.93704707
08-28,23,60.89034714
08-29,0,55.53985686
08-29,1,51.35762438
08-29,2,45.89475324
08-29,3,43.86975573
08-29,4,42.84877308
08-29,5,42.58685381
08-29,6,44.98618536
08-29,7,49.0286338
08-29,8,53.71289433
08-29,9,57.66889881
08-29,10,60.30239736
08-29,11,62.19078254
08-29,12,64.417707
08-29,13,68.14321502
08-29,14,71.90254253
08-29,15,72.10894453
08-29,16,69.80074163
08-29,17,66.78055349
08-29,18,67.44849762
08-29,19,70.68488093
08-29,20,70.52046178
08-29,21,68.71163247
08-29,22,64.08812367
08-29,23,60.83012779
08-30,0,55.52929206
08-30,1,51.37981045
08-30,2,45.98349754
08-30,3,44.10006832
08-30,4,43.13085317
08-30,5,43.19855558
08-30,6,45.02421863
08-30,7,49.0233514
08-30,8,53.66007035
08-30,9,57.54000828
08-30,10,60.0393339
08-30,11,62.02914114
08-30,12,63.75106828
08-30,13,67.3149349
08-30,14,71.02672083
08-30,15,71.198259
08-30,16,68.88054779
08-30,17,66.0811639
08-30,18,66.69628405
08-30,19,69.87139153
08-30,20,69.72387606
08-30,21,67.9488541
08-30,22,63.29365091
08-30,23,59.90676451
08-31,0,55.64127891
08-31,1,51.61329247
08-31,2,46.1366871
08-31,3,44.08210816
08-31,4,43.06535142
08-31,5,43.00205035
08-31,6,45.34433199
08-31,7,49.45967753
08-31,8,53.98863555
08-31,9,57.9509789
08-31,10,60.71653741
08-31,11,63.27895667
08-31,12,64.47686986
08-31,13,67.84740069
08-31,14,71.04785043
08-31,15,70.9425909
08-31,16,68.60797601
08-31,17,66.33471904
08-31,18,66.94455678
08-31,19,69.75095284
08-31,20,70.05349774
08-31,21,68.37989783
08-31,22,63.80604358
