offshore_float,46
offshore_ground,20
onshore,120
pv_ground,95
pv_roof_com,123
pv_roof_indiv,241
phs,9.3
marine,1.25
waste,0.519
biomass_coge,0.8
geothermal_coge,0.135
ocgt_coge,11.591
